dimension,question_text,question_type,mapped_domains,mapped_streams,signal_strength,is_active,education_level,target_stream,sequence_order,option_1_text,option_2_text,option_3_text,option_4_text
personality,"How do you feel about the patience, empathy, and steady preparation needed to grow in School Education?",mcq,EDU_TEACHING|SCHOOL_EDUCATION,,4,1,,,1017,I prefer avoiding repeated practice,I can do it if someone guides me,I can stay consistent with routine,I enjoy improving through practice
work_style,"School teaching involves routines, students, parents, exams, and daily classroom energy. Does that fit you?",mcq,EDU_TEACHING|SCHOOL_EDUCATION,,4,1,,,1018,Not at all,A little,Yes mostly,Yes definitely
work_style,A first step could be preparing a short lesson for a school topic. How realistic does that feel for you?,mcq,EDU_TEACHING|SCHOOL_EDUCATION,,4,1,,,1019,Not ready yet,Maybe later,Ready to try,Ready and excited
work_style,Which early teaching or guidance activity would help you explore School Education?,mcq,EDU_TEACHING|SCHOOL_EDUCATION,,4,1,,,1020,Read or watch a beginner introduction,Try a small guided activity,Talk to someone in the field,Do a mini project or real-world visit
interest,"How interested are you in helping people understand, learn, or grow through Higher Education?",mcq,EDU_TEACHING|HIGHER_EDUCATION,,4,1,,,1021,Not interested,A little interested,Interested,Very interested
interest,"Would explaining ideas, guiding learners, or supporting progress in Higher Education feel meaningful to you?",mcq,EDU_TEACHING|HIGHER_EDUCATION,,4,1,,,1022,I barely know what this involves,I know the basics only,I can picture the work fairly well,I understand the path and want to explore it
interest,Can you see yourself preparing patiently so others can learn better in Higher Education?,mcq,EDU_TEACHING|HIGHER_EDUCATION,,4,1,,,1023,Not interested right now,A little curious with guidance,Interested if I can try examples,Very interested and ready to explore
aptitude,"Higher education needs deeper subject knowledge, reading, research, and clear communication. How does that feel?",mcq,EDU_TEACHING|HIGHER_EDUCATION,,4,1,,,1024,Very uncomfortable,Uncomfortable,Comfortable,Very comfortable
aptitude,"Could you build skills in academic writing, presentations, mentoring, and research-based learning?",mcq,EDU_TEACHING|HIGHER_EDUCATION,,4,1,,,1025,Not confident,A little confident,Confident,Very confident
aptitude,Which of these is closest to your exposure to higher education teaching or mentoring?,mcq,EDU_TEACHING|HIGHER_EDUCATION,,4,1,,,1026,Never,Only seen college teachers,Presented or mentored,Explored seriously
personality,"When someone does not understand your explanation or progress feels slow in Higher Education, how do you usually respond?",mcq,EDU_TEACHING|HIGHER_EDUCATION,,4,1,,,1027,I may stop if it feels too hard,I would continue with guidance,I would break it down and keep trying,I enjoy working through difficult learning
personality,"If feedback shows your explanation, planning, or learner support in Higher Education needs improvement, what would you most likely do?",mcq,EDU_TEACHING|HIGHER_EDUCATION,,4,1,,,1028,I may take it personally,I would listen but need time,I would use it to improve my work,I would ask questions and apply it carefully
personality,"How do you feel about the patience, empathy, and steady preparation needed to grow in Higher Education?",mcq,EDU_TEACHING|HIGHER_EDUCATION,,4,1,,,1029,I prefer avoiding repeated practice,I can do it if someone guides me,I can stay consistent with routine,I enjoy improving through practice
work_style,"Higher education work often includes lectures, mentoring, research, and long-term subject depth. Does that suit you?",mcq,EDU_TEACHING|HIGHER_EDUCATION,,4,1,,,1030,Not at all,A little,Yes mostly,Yes definitely
work_style,A first step could be presenting one topic deeply or helping a peer understand it. How realistic does that feel for you?,mcq,EDU_TEACHING|HIGHER_EDUCATION,,4,1,,,1031,Not ready yet,Maybe later,Ready to try,Ready and excited
work_style,Which early teaching or guidance activity would help you explore Higher Education?,mcq,EDU_TEACHING|HIGHER_EDUCATION,,4,1,,,1032,Read or watch a beginner introduction,Try a small guided activity,Talk to someone in the field,Do a mini project or real-world visit
interest,"How interested are you in helping people understand, learn, or grow through Special Education?",mcq,EDU_TEACHING|SPECIAL_EDUCATION,,4,1,,,1033,Not interested,A little interested,Interested,Very interested
interest,"Would explaining ideas, guiding learners, or supporting progress in Special Education feel meaningful to you?",mcq,EDU_TEACHING|SPECIAL_EDUCATION,,4,1,,,1034,I barely know what this involves,I know the basics only,I can picture the work fairly well,I understand the path and want to explore it
interest,Can you see yourself preparing patiently so others can learn better in Special Education?,mcq,EDU_TEACHING|SPECIAL_EDUCATION,,4,1,,,1035,Not interested right now,A little curious with guidance,Interested if I can try examples,Very interested and ready to explore
aptitude,"Special education needs patience, observation, empathy, and adapting methods. How does that feel?",mcq,EDU_TEACHING|SPECIAL_EDUCATION,,4,1,,,1036,Very uncomfortable,Uncomfortable,Comfortable,Very comfortable
aptitude,"Could you learn inclusive teaching methods, support plans, and communication strategies?",mcq,EDU_TEACHING|SPECIAL_EDUCATION,,4,1,,,1037,Not confident,A little confident,Confident,Very confident
aptitude,Which of these is closest to your exposure to special education or inclusive learning?,mcq,EDU_TEACHING|SPECIAL_EDUCATION,,4,1,,,1038,Never,Only heard about it,Helped someone learn,Explored seriously
personality,"When someone does not understand your explanation or progress feels slow in Special Education, how do you usually respond?",mcq,EDU_TEACHING|SPECIAL_EDUCATION,,4,1,,,1039,I may stop if it feels too hard,I would continue with guidance,I would break it down and keep trying,I enjoy working through difficult learning
personality,"If feedback shows your explanation, planning, or learner support in Special Education needs improvement, what would you most likely do?",mcq,EDU_TEACHING|SPECIAL_EDUCATION,,4,1,,,1040,I may take it personally,I would listen but need time,I would use it to improve my work,I would ask questions and apply it carefully
personality,"How do you feel about the patience, empathy, and steady preparation needed to grow in Special Education?",mcq,EDU_TEACHING|SPECIAL_EDUCATION,,4,1,,,1041,I prefer avoiding repeated practice,I can do it if someone guides me,I can stay consistent with routine,I enjoy improving through practice
work_style,"This work can be slow, personal, and require deep patience. Does that suit you?",mcq,EDU_TEACHING|SPECIAL_EDUCATION,,4,1,,,1042,Not at all,A little,Yes mostly,Yes definitely
work_style,A first step could be learning how one learning difficulty affects students. How realistic does that feel for you?,mcq,EDU_TEACHING|SPECIAL_EDUCATION,,4,1,,,1043,Not ready yet,Maybe later,Ready to try,Ready and excited
work_style,Which early teaching or guidance activity would help you explore Special Education?,mcq,EDU_TEACHING|SPECIAL_EDUCATION,,4,1,,,1044,Read or watch a beginner introduction,Try a small guided activity,Talk to someone in the field,Do a mini project or real-world visit
interest,"How interested are you in helping people understand, learn, or grow through Education Counseling?",mcq,EDU_TEACHING|EDUCATION_COUNSELING,,4,1,,,1045,Not interested,A little interested,Interested,Very interested
interest,"Would explaining ideas, guiding learners, or supporting progress in Education Counseling feel meaningful to you?",mcq,EDU_TEACHING|EDUCATION_COUNSELING,,4,1,,,1046,I barely know what this involves,I know the basics only,I can picture the work fairly well,I understand the path and want to explore it
interest,Can you see yourself preparing patiently so others can learn better in Education Counseling?,mcq,EDU_TEACHING|EDUCATION_COUNSELING,,4,1,,,1047,Not interested right now,A little curious with guidance,Interested if I can try examples,Very interested and ready to explore
aptitude,"Education counseling needs listening, communication, psychology basics, and responsible guidance. How manageable is that?",mcq,EDU_TEACHING|EDUCATION_COUNSELING,,4,1,,,1048,Very uncomfortable,Uncomfortable,Comfortable,Very comfortable
aptitude,"Could you build skills in listening, asking good questions, and helping students plan next steps?",mcq,EDU_TEACHING|EDUCATION_COUNSELING,,4,1,,,1049,Not confident,A little confident,Confident,Very confident
aptitude,Which of these is closest to your exposure to counseling or student guidance?,mcq,EDU_TEACHING|EDUCATION_COUNSELING,,4,1,,,1050,Never,Only received guidance,Joined guidance activities,Explored seriously
personality,"When someone does not understand your explanation or progress feels slow in Education Counseling, how do you usually respond?",mcq,EDU_TEACHING|EDUCATION_COUNSELING,,4,1,,,1051,I may stop if it feels too hard,I would continue with guidance,I would break it down and keep trying,I enjoy working through difficult learning
personality,"If feedback shows your explanation, planning, or learner support in Education Counseling needs improvement, what would you most likely do?",mcq,EDU_TEACHING|EDUCATION_COUNSELING,,4,1,,,1052,I may take it personally,I would listen but need time,I would use it to improve my work,I would ask questions and apply it carefully
personality,"How do you feel about the patience, empathy, and steady preparation needed to grow in Education Counseling?",mcq,EDU_TEACHING|EDUCATION_COUNSELING,,4,1,,,1053,I prefer avoiding repeated practice,I can do it if someone guides me,I can stay consistent with routine,I enjoy improving through practice
work_style,"Counseling work needs privacy, patience, trust, and calm conversations. Does that suit you?",mcq,EDU_TEACHING|EDUCATION_COUNSELING,,4,1,,,1054,Not at all,A little,Yes mostly,Yes definitely
work_style,A first step could be learning basic student counseling roles and limits. How realistic does that feel for you?,mcq,EDU_TEACHING|EDUCATION_COUNSELING,,4,1,,,1055,Not ready yet,Maybe later,Ready to try,Ready and excited
work_style,Which early teaching or guidance activity would help you explore Education Counseling?,mcq,EDU_TEACHING|EDUCATION_COUNSELING,,4,1,,,1056,Read or watch a beginner introduction,Try a small guided activity,Talk to someone in the field,Do a mini project or real-world visit
interest,"How interested are you in helping people understand, learn, or grow through Education Administration?",mcq,EDU_TEACHING|EDUCATION_ADMIN,,4,1,,,1057,Not interested,A little interested,Interested,Very interested
interest,"Would explaining ideas, guiding learners, or supporting progress in Education Administration feel meaningful to you?",mcq,EDU_TEACHING|EDUCATION_ADMIN,,4,1,,,1058,I barely know what this involves,I know the basics only,I can picture the work fairly well,I understand the path and want to explore it
interest,Can you see yourself preparing patiently so others can learn better in Education Administration?,mcq,EDU_TEACHING|EDUCATION_ADMIN,,4,1,,,1059,Not interested right now,A little curious with guidance,Interested if I can try examples,Very interested and ready to explore
aptitude,"Education administration needs organization, communication, rules, and problem-solving. How does that feel?",mcq,EDU_TEACHING|EDUCATION_ADMIN,,4,1,,,1060,Very uncomfortable,Uncomfortable,Comfortable,Very comfortable
aptitude,"Could you learn scheduling, coordination, documentation, and education technology tools?",mcq,EDU_TEACHING|EDUCATION_ADMIN,,4,1,,,1061,Not confident,A little confident,Confident,Very confident
aptitude,Which of these is closest to your exposure to education administration?,mcq,EDU_TEACHING|EDUCATION_ADMIN,,4,1,,,1062,Never,Only seen offices,Helped in events or records,Explored seriously
